timestamp,session_id,total_games,games_won,games_lost,win_rate_percent,max_score,max_tile,total_moves,avg_moves_per_game,avg_ai_latency,avg_game_time,total_ai_suggestions,games_2,games_8,games_32,games_128,games_512,games_1024,games_2048,command_args
2025-09-03 01:03:25,20250903_010325_batch152,5,5,0,100.0,20240,2048,4728,945.6,0.071,66.76,4728,0,0,0,0,0,0,5,"batch=152, games_in_batch=5"
2025-09-03 01:04:40,20250903_010440_batch153,5,5,0,100.0,20952,2048,4796,959.2,0.069,66.58,4796,0,0,0,0,0,0,5,"batch=153, games_in_batch=5"
2025-09-03 01:05:50,20250903_010550_batch154,5,5,0,100.0,20532,2048,4798,959.6,0.069,66.15,4798,0,0,0,0,0,0,5,"batch=154, games_in_batch=5"
2025-09-03 01:07:00,20250903_010700_batch155,5,5,0,100.0,21072,2048,4882,976.4,0.067,65.22,4882,0,0,0,0,0,0,5,"batch=155, games_in_batch=5"
2025-09-03 01:08:12,20250903_010812_batch156,5,5,0,100.0,20528,2048,4770,954.0,0.069,65.85,4770,0,0,0,0,0,0,5,"batch=156, games_in_batch=5"
2025-09-03 01:09:24,20250903_010924_batch157,5,4,1,80.0,20228,2048,4792,958.4,0.067,64.19,4792,0,0,0,0,0,1,4,"batch=157, games_in_batch=5"
2025-09-03 01:10:39,20250903_011039_batch158,5,5,0,100.0,20220,2048,4723,944.6,0.073,68.96,4723,0,0,0,0,0,0,5,"batch=158, games_in_batch=5"
2025-09-03 01:11:50,20250903_011150_batch159,5,5,0,100.0,20872,2048,4816,963.2,0.069,66.2,4816,0,0,0,0,0,0,5,"batch=159, games_in_batch=5"
2025-09-03 01:12:57,20250903_011257_batch160,5,4,1,80.0,20220,2048,4722,944.4,0.068,64.11,4722,0,0,0,0,0,1,4,"batch=160, games_in_batch=5"
2025-09-03 01:14:13,20250903_011413_batch161,5,5,0,100.0,21032,2048,4864,972.8,0.072,70.04,4864,0,0,0,0,0,0,5,"batch=161, games_in_batch=5"
2025-09-03 01:15:23,20250903_011523_batch162,5,5,0,100.0,21036,2048,4827,965.4,0.068,65.34,4827,0,0,0,0,0,0,5,"batch=162, games_in_batch=5"
2025-09-03 01:16:39,20250903_011639_batch163,5,5,0,100.0,21184,2048,4879,975.8,0.072,69.9,4879,0,0,0,0,0,0,5,"batch=163, games_in_batch=5"
2025-09-03 01:17:49,20250903_011749_batch164,5,4,1,80.0,20180,2048,4625,925.0,0.07,65.18,4625,0,0,0,0,0,1,4,"batch=164, games_in_batch=5"
2025-09-03 01:19:03,20250903_011903_batch165,5,5,0,100.0,20232,2048,4698,939.6,0.072,67.27,4698,0,0,0,0,0,0,5,"batch=165, games_in_batch=5"
2025-09-03 01:20:12,20250903_012012_batch166,5,5,0,100.0,24140,2048,4983,996.6,0.065,64.94,4983,0,0,0,0,0,0,5,"batch=166, games_in_batch=5"
2025-09-03 01:21:23,20250903_012123_batch167,5,5,0,100.0,20412,2048,4742,948.4,0.069,65.88,4742,0,0,0,0,0,0,5,"batch=167, games_in_batch=5"
2025-09-03 01:22:37,20250903_012237_batch168,5,4,1,80.0,20168,2048,4731,946.2,0.075,71.09,4731,0,0,0,0,0,1,4,"batch=168, games_in_batch=5"
2025-09-03 01:23:51,20250903_012351_batch169,5,5,0,100.0,20620,2048,4756,951.2,0.073,69.56,4756,0,0,0,0,0,0,5,"batch=169, games_in_batch=5"
2025-09-03 01:25:06,20250903_012506_batch170,5,5,0,100.0,20660,2048,4866,973.2,0.069,67.2,4866,0,0,0,0,0,0,5,"batch=170, games_in_batch=5"
2025-09-03 01:26:17,20250903_012617_batch171,5,4,1,80.0,20940,2048,4841,968.2,0.066,64.31,4841,0,0,0,0,0,1,4,"batch=171, games_in_batch=5"
2025-09-03 01:27:28,20250903_012728_batch172,5,4,1,80.0,20680,2048,4768,953.6,0.069,66.22,4768,0,0,0,0,0,1,4,"batch=172, games_in_batch=5"
2025-09-03 01:28:44,20250903_012844_batch173,5,5,0,100.0,20840,2048,4809,961.8,0.072,69.72,4809,0,0,0,0,0,0,5,"batch=173, games_in_batch=5"
2025-09-03 01:29:58,20250903_012958_batch174,5,5,0,100.0,20576,2048,4768,953.6,0.07,66.64,4768,0,0,0,0,0,0,5,"batch=174, games_in_batch=5"
2025-09-03 01:31:08,20250903_013108_batch175,5,4,1,80.0,20596,2048,4594,918.8,0.067,61.99,4594,0,0,0,0,0,1,4,"batch=175, games_in_batch=5"
2025-09-03 01:32:18,20250903_013218_batch176,5,5,0,100.0,21156,2048,4864,972.8,0.067,65.46,4864,0,0,0,0,0,0,5,"batch=176, games_in_batch=5"
2025-09-03 01:33:36,20250903_013336_batch177,5,5,0,100.0,20572,2048,4789,957.8,0.074,71.15,4789,0,0,0,0,0,0,5,"batch=177, games_in_batch=5"
2025-09-03 01:34:50,20250903_013450_batch178,5,5,0,100.0,21184,2048,4851,970.2,0.069,67.06,4851,0,0,0,0,0,0,5,"batch=178, games_in_batch=5"
2025-09-03 01:35:58,20250903_013558_batch179,5,4,1,80.0,20556,2048,4765,953.0,0.068,64.91,4765,0,0,0,0,0,1,4,"batch=179, games_in_batch=5"
2025-09-03 01:37:17,20250903_013717_batch180,5,5,0,100.0,20596,2048,4759,951.8,0.074,70.83,4759,0,0,0,0,0,0,5,"batch=180, games_in_batch=5"
2025-09-03 01:38:27,20250903_013827_batch181,5,5,0,100.0,20568,2048,4770,954.0,0.067,64.36,4770,0,0,0,0,0,0,5,"batch=181, games_in_batch=5"
2025-09-03 01:39:37,20250903_013937_batch182,5,4,1,80.0,20172,2048,4457,891.4,0.071,63.1,4457,0,0,0,0,0,1,4,"batch=182, games_in_batch=5"
2025-09-03 01:40:51,20250903_014051_batch183,5,5,0,100.0,20568,2048,4772,954.4,0.073,69.69,4772,0,0,0,0,0,0,5,"batch=183, games_in_batch=5"
2025-09-03 01:42:04,20250903_014204_batch184,5,4,1,80.0,20456,2048,4739,947.8,0.073,69.49,4739,0,0,0,0,0,1,4,"batch=184, games_in_batch=5"
2025-09-03 01:43:22,20250903_014322_batch185,5,5,0,100.0,20624,2048,4792,958.4,0.078,74.51,4792,0,0,0,0,0,0,5,"batch=185, games_in_batch=5"
2025-09-03 01:44:35,20250903_014435_batch186,5,4,1,80.0,20296,2048,4281,856.2,0.074,63.2,4281,0,0,0,0,1,0,4,"batch=186, games_in_batch=5"
2025-09-03 01:45:46,20250903_014546_batch187,5,5,0,100.0,20804,2048,4801,960.2,0.07,66.84,4801,0,0,0,0,0,0,5,"batch=187, games_in_batch=5"
2025-09-03 01:47:02,20250903_014702_batch188,5,5,0,100.0,20528,2048,4735,947.0,0.074,70.32,4735,0,0,0,0,0,0,5,"batch=188, games_in_batch=5"
2025-09-03 01:48:15,20250903_014815_batch189,5,5,0,100.0,20332,2048,4759,951.8,0.073,69.93,4759,0,0,0,0,0,0,5,"batch=189, games_in_batch=5"
2025-09-03 01:49:29,20250903_014929_batch190,5,5,0,100.0,20320,2048,4733,946.6,0.073,69.53,4733,0,0,0,0,0,0,5,"batch=190, games_in_batch=5"
2025-09-03 01:50:43,20250903_015043_batch191,5,5,0,100.0,20220,2048,4743,948.6,0.076,72.58,4743,0,0,0,0,0,0,5,"batch=191, games_in_batch=5"
2025-09-03 01:51:58,20250903_015158_batch192,5,5,0,100.0,21068,2048,4817,963.4,0.072,69.17,4817,0,0,0,0,0,0,5,"batch=192, games_in_batch=5"
2025-09-03 01:53:09,20250903_015309_batch193,5,4,1,80.0,21004,2048,4995,999.0,0.067,67.42,4995,0,0,0,0,0,1,4,"batch=193, games_in_batch=5"
2025-09-03 01:54:19,20250903_015419_batch194,5,4,1,80.0,20944,2048,4523,904.6,0.068,61.72,4523,0,0,0,0,0,1,4,"batch=194, games_in_batch=5"
2025-09-03 01:55:34,20250903_015534_batch195,5,4,1,80.0,20288,2048,4760,952.0,0.074,70.93,4760,0,0,0,0,0,1,4,"batch=195, games_in_batch=5"
2025-09-03 01:56:52,20250903_015652_batch196,5,5,0,100.0,20992,2048,4861,972.2,0.075,72.85,4861,0,0,0,0,0,0,5,"batch=196, games_in_batch=5"
2025-09-03 01:58:06,20250903_015806_batch197,5,5,0,100.0,20204,2048,4734,946.8,0.073,68.71,4734,0,0,0,0,0,0,5,"batch=197, games_in_batch=5"
2025-09-03 01:59:16,20250903_015916_batch198,5,5,0,100.0,20508,2048,4794,958.8,0.07,67.13,4794,0,0,0,0,0,0,5,"batch=198, games_in_batch=5"
2025-09-03 02:00:32,20250903_020032_batch199,5,4,1,80.0,20224,2048,4661,932.2,0.072,67.57,4661,0,0,0,0,0,1,4,"batch=199, games_in_batch=5"
2025-09-03 02:01:44,20250903_020144_batch200,5,5,0,100.0,20200,2048,4721,944.2,0.069,65.35,4721,0,0,0,0,0,0,5,"batch=200, games_in_batch=5"
